STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,accident,Accident,victim,Type of victim,pers_cat,Category of persons,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2006,,46,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2007,,52,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2008,,39,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2009,,34,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2010,,30,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2011,,35,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2012,,33,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2013,,26,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2014,,25,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2015,,35,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2016,,31,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2017,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2018,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2019,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2020,,17,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2021,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2022,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,AT,Austria,2023,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2006,,20,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2007,,38,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2008,,21,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2009,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2010,,34,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2011,,27,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2012,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2013,,15,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2014,,22,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2015,,13,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2016,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2017,,20,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2018,,13,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2019,,10,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2020,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2021,,15,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2022,,19,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BE,Belgium,2023,,12,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2006,,36,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2007,,27,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2008,,44,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2009,,28,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2010,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2011,,37,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2012,,21,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2013,,12,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2014,,23,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2015,,20,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2016,,22,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2017,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2018,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2019,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2020,,22,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2021,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2022,,15,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,BG,Bulgaria,2023,,15,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2009,,22,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2010,,11,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2011,,10,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2012,,19,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2013,,17,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2014,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2015,,10,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2016,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2017,,17,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2018,,11,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2019,,13,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2020,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2021,,5,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2022,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CH,Switzerland,2023,,8,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2007,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2008,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2009,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2010,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2011,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2012,,1,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2013,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2014,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2015,,9,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2016,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2017,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2018,,2,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2019,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2020,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2021,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2022,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CHUNNEL,Channel Tunnel,2023,,0,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2006,,52,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2007,,25,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2008,,44,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2009,,26,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2010,,48,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2011,,29,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2012,,26,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2013,,24,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2014,,31,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2015,,29,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2016,,34,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2017,,35,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2018,,28,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2019,,30,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2020,,34,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2021,,35,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2022,,22,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,CZ,Czechia,2023,,30,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2006,,192,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2007,,180,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2008,,164,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2009,,170,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2010,,146,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2011,,140,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2012,,138,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2013,,137,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2014,,160,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2015,,130,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2016,,150,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2017,,157,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2018,,128,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2019,,136,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2020,,137,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2021,,103,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2022,,151,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DE,Germany,2023,,129,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2006,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2007,,8,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2008,,11,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2009,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,DK,Denmark,2010,,9,,,,,
